source_record_id,name,gpu_chip,release_date,bus_interface,memory_gb,memory_type,gpu_clock_mhz,memory_clock_mhz,shader_count,tmu_count,rop_count,has_structured_specs,memory_raw,gpu_clock_raw,memory_clock_raw,shader_counts_raw,release_raw,source_dataset
1a3fa5ebfbaf04fec691,3D Rage,Mach64 GT,1996-04-01,PCI,0.001953125,,44.0,66.0,,,,True,"2 MB, EDO, 64 bit",44 MHz,66 MHz,1 / 0 / 1 / 1,"Apr 1st, 1996",baraazaid/cpu-and-gpu-stats
be935de2b4c8684e3b77,3D Rage II,Mach64 GT-B,1996-09-05,PCI,0.00390625,,60.0,83.0,,,,True,"4 MB, SDR, 64 bit",60 MHz,83 MHz,1 / 0 / 1 / 1,"Sep 5th, 1996",baraazaid/cpu-and-gpu-stats
26f14f568120b64a8882,3D Rage II+ DVD,Mach64 GT-B,1996-09-01,PCI,0.00390625,,60.0,83.0,,,,True,"4 MB, SDR, 64 bit",60 MHz,83 MHz,1 / 0 / 1 / 1,"Sep 1st, 1996",baraazaid/cpu-and-gpu-stats
807e9ac7b499b76d1576,3D Rage IIC AGP,Rage 2,1996-09-01,AGP 2x,0.00390625,,60.0,83.0,,,,True,"4 MB, SDR, 64 bit",60 MHz,83 MHz,1 / 0 / 1 / 1,"Sep 1st, 1996",baraazaid/cpu-and-gpu-stats
d9032e9f72f3ab1320c1,3D Rage IIC PCI,Rage 2,1996-09-01,PCI,0.001953125,,60.0,83.0,,,,True,"2 MB, SDR, 64 bit",60 MHz,83 MHz,1 / 0 / 1 / 1,"Sep 1st, 1996",baraazaid/cpu-and-gpu-stats
afbf7745bdc6888288c3,3D Rage PRO AGP,Rage 3,1997-03-01,AGP 2x,0.001953125,,75.0,75.0,,,,True,"2 MB, SDR, 64 bit",75 MHz,75 MHz,1 / 0 / 1 / 1,"Mar 1st, 1997",baraazaid/cpu-and-gpu-stats
c9c9ecb86c69910380af,3D Rage PRO PCI,Rage 3,1997-03-01,PCI,0.0078125,,75.0,75.0,,,,True,"8 MB, SDR, 64 bit",75 MHz,75 MHz,1 / 0 / 1 / 1,"Mar 1st, 1997",baraazaid/cpu-and-gpu-stats
a1b48ece2dc97c219305,8514-Ultra,Mach8,1992-01-01,PCI,0.0009765625,,10.0,10.0,,,,True,"1 MB, VRAM, 32 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,1992,baraazaid/cpu-and-gpu-stats
1fa7d8b1c1c8ae92df94,A10 PCIe,GA102,2021-04-12,PCIe 4.0 x16,24.0,GDDR6,885.0,1563.0,9216,288,96,True,"24 GB, GDDR6, 384 bit",885 MHz,1563 MHz,9216 / 288 / 96,"Apr 12th, 2021",baraazaid/cpu-and-gpu-stats
0b32536058e21cbb7dab,A100 PCIe 40 GB,GA100,2020-06-22,PCIe 4.0 x16,40.0,,765.0,1215.0,6912,432,160,True,"40 GB, HBM2e, 5120 bit",765 MHz,1215 MHz,6912 / 432 / 160,"Jun 22nd, 2020",baraazaid/cpu-and-gpu-stats
3dded3ed94ed9bd1eb1d,A100 PCIe 80 GB,GA100,2021-06-28,PCIe 4.0 x16,80.0,,1065.0,1593.0,6912,432,160,True,"80 GB, HBM2e, 5120 bit",1065 MHz,1593 MHz,6912 / 432 / 160,"Jun 28th, 2021",baraazaid/cpu-and-gpu-stats
e97e891350897abe67a3,A100 SXM4 40 GB,GA100,2020-05-14,PCIe 4.0 x16,40.0,,1095.0,1215.0,6912,432,160,True,"40 GB, HBM2e, 5120 bit",1095 MHz,1215 MHz,6912 / 432 / 160,"May 14th, 2020",baraazaid/cpu-and-gpu-stats
cc0eed8b8a9c89abfe84,A100 SXM4 80 GB,GA100,2020-11-16,PCIe 4.0 x16,80.0,,1275.0,1593.0,6912,432,160,True,"80 GB, HBM2e, 5120 bit",1275 MHz,1593 MHz,6912 / 432 / 160,"Nov 16th, 2020",baraazaid/cpu-and-gpu-stats
7521419838afdde6476b,A100X,GA100,2021-06-28,PCIe 4.0 x8,80.0,,795.0,1593.0,6912,432,160,True,"80 GB, HBM2e, 5120 bit",795 MHz,1593 MHz,6912 / 432 / 160,"Jun 28th, 2021",baraazaid/cpu-and-gpu-stats
b493986c490d6cd78493,A10G,GA102,2021-04-12,PCIe 4.0 x16,12.0,GDDR6,1320.0,1563.0,9216,288,96,True,"12 GB, GDDR6, 384 bit",1320 MHz,1563 MHz,9216 / 288 / 96,"Apr 12th, 2021",baraazaid/cpu-and-gpu-stats
4503bad0316448e78008,A16 PCIe,GA107,2021-04-12,PCIe 4.0 x8,16.0,GDDR6,1312.0,1563.0,1280,40,32,True,"16 GB, GDDR6, 128 bit",1312 MHz,1563 MHz,1280 / 40 / 32,"Apr 12th, 2021",baraazaid/cpu-and-gpu-stats
5faf03c03ea9b0106c80,A2,GA107,2021-11-10,PCIe 4.0 x8,16.0,GDDR6,1440.0,1563.0,1280,40,32,True,"16 GB, GDDR6, 128 bit",1440 MHz,1563 MHz,1280 / 40 / 32,"Nov 10th, 2021",baraazaid/cpu-and-gpu-stats
23ff6513b5e5047bc7a6,A30 PCIe,GA100,2021-04-12,PCIe 4.0 x16,24.0,,930.0,1215.0,3584,224,96,True,"24 GB, HBM2e, 3072 bit",930 MHz,1215 MHz,3584 / 224 / 96,"Apr 12th, 2021",baraazaid/cpu-and-gpu-stats
f41410da882ad5c1f069,A30X,GA100,2021-04-12,PCIe 4.0 x8,24.0,,1035.0,1593.0,3584,224,96,True,"24 GB, HBM2e, 3072 bit",1035 MHz,1593 MHz,3584 / 224 / 96,"Apr 12th, 2021",baraazaid/cpu-and-gpu-stats
2ffcb7810742dcb162ce,A40 PCIe,GA102,2020-10-05,PCIe 4.0 x16,48.0,GDDR6,1305.0,1812.0,10752,336,112,True,"48 GB, GDDR6, 384 bit",1305 MHz,1812 MHz,10752 / 336 / 112,"Oct 5th, 2020",baraazaid/cpu-and-gpu-stats
47cb810b3259be490d7d,A800 PCIe 40 GB,GA100,2022-11-08,PCIe 4.0 x16,40.0,,765.0,1215.0,6912,432,160,True,"40 GB, HBM2e, 5120 bit",765 MHz,1215 MHz,6912 / 432 / 160,"Nov 8th, 2022",baraazaid/cpu-and-gpu-stats
b2dbccb144d871c4e628,A800 PCIe 80 GB,GA100,2022-11-08,PCIe 4.0 x16,80.0,,1065.0,1512.0,6912,432,160,True,"80 GB, HBM2e, 5120 bit",1065 MHz,1512 MHz,6912 / 432 / 160,"Nov 8th, 2022",baraazaid/cpu-and-gpu-stats
99e45f0151122c330de2,A800 SXM4 80 GB,GA100,2022-08-11,PCIe 4.0 x16,80.0,,1275.0,1593.0,6912,432,160,True,"80 GB, HBM2e, 5120 bit",1275 MHz,1593 MHz,6912 / 432 / 160,"Aug 11th, 2022",baraazaid/cpu-and-gpu-stats
98491c26b2223d6b67c6,AeroBox GPU,Kryptos,2020-03-13,IGP,8.0,DDR3,935.0,1066.0,896,56,16,True,"8 GB, DDR3, 256 bit",935 MHz,1066 MHz,896 / 56 / 16,"Mar 13th, 2020",baraazaid/cpu-and-gpu-stats
095da6fa5384b33f0ab9,All-In-Wonder 128,Rage 4,1999-06-16,AGP 4x,0.03125,,90.0,90.0,,,,True,"32 MB, SDR, 128 bit",90 MHz,90 MHz,2 / 0 / 2 / 2,"Jun 16th, 1999",baraazaid/cpu-and-gpu-stats
bed9a26e8c582da3cd0e,All-In-Wonder 128 PCI,Rage 4,1999-06-16,PCI,0.015625,,90.0,90.0,,,,True,"16 MB, SDR, 128 bit",90 MHz,90 MHz,2 / 0 / 2 / 2,"Jun 16th, 1999",baraazaid/cpu-and-gpu-stats
40c8799f164a1959725d,All-In-Wonder 128 PRO,Rage 4,1999-06-16,AGP 4x,0.03125,,120.0,120.0,,,,True,"32 MB, SDR, 128 bit",120 MHz,120 MHz,2 / 0 / 2 / 2,"Jun 16th, 1999",baraazaid/cpu-and-gpu-stats
63552ecbf00676c4779d,All-In-Wonder 128 PRO Ultra,Rage 4,1999-06-16,AGP 4x,0.03125,,134.0,134.0,,,,True,"32 MB, SDR, 128 bit",134 MHz,134 MHz,2 / 0 / 2 / 2,"Jun 16th, 1999",baraazaid/cpu-and-gpu-stats
48f9aad3c0eb03ac8237,All-In-Wonder 2006 AGP Edition,RV350,2005-04-29,AGP 8x,0.25,,324.0,196.0,,,,True,"256 MB, DDR, 128 bit",324 MHz,196 MHz,4 / 2 / 4 / 4,"Apr 29th, 2005",baraazaid/cpu-and-gpu-stats
131ffcf18f391c10775d,All-In-Wonder 2006 PCIe Edition,RV515,2005-12-22,PCIe 1.0 x16,0.25,DDR2,450.0,400.0,,,,True,"256 MB, DDR2, 128 bit",450 MHz,400 MHz,4 / 2 / 4 / 4,"Dec 22nd, 2005",baraazaid/cpu-and-gpu-stats
0c11928b8abb195f779e,All-In-Wonder 9000 PRO,RV250,2003-03-31,AGP 8x,0.0625,,275.0,270.0,,,,True,"64 MB, DDR, 128 bit",275 MHz,270 MHz,4 / 1 / 4 / 4,"Mar 31st, 2003",baraazaid/cpu-and-gpu-stats
43025f8d68f996cc2389,All-In-Wonder 9200,RV280,2004-01-26,AGP 8x,0.125,,250.0,200.0,,,,True,"128 MB, DDR, 128 bit",250 MHz,200 MHz,4 / 1 / 4 / 4,"Jan 26th, 2004",baraazaid/cpu-and-gpu-stats
f75b85f063e654f4c1ba,All-In-Wonder 9200 SE,RV280,2004-01-26,AGP 8x,0.125,,250.0,164.0,,,,True,"128 MB, DDR, 64 bit",250 MHz,164 MHz,4 / 1 / 4 / 4,"Jan 26th, 2004",baraazaid/cpu-and-gpu-stats
97d80ffc65cba69ce5e3,All-In-Wonder 9500,R300,2002-07-01,AGP 8x,0.125,,277.0,270.0,,,,True,"128 MB, DDR, 128 bit",277 MHz,270 MHz,4 / 4 / 4 / 4,"Jul 1st, 2002",baraazaid/cpu-and-gpu-stats
32fd4be1cdb8584f8b32,All-In-Wonder 9600,RV350,2003-12-03,AGP 8x,0.125,,324.0,196.0,,,,True,"128 MB, DDR, 128 bit",324 MHz,196 MHz,4 / 2 / 4 / 4,"Dec 3rd, 2003",baraazaid/cpu-and-gpu-stats
2a0ff49dec43e58b0cf3,All-In-Wonder 9600 PRO,RV350,2003-04-01,AGP 8x,0.125,,398.0,324.0,,,,True,"128 MB, DDR, 128 bit",398 MHz,324 MHz,4 / 2 / 4 / 4,"Apr 1st, 2003",baraazaid/cpu-and-gpu-stats
d316e41429e6137a8154,All-In-Wonder 9600 XT,RV360,2004-02-06,AGP 8x,0.125,,527.0,324.0,,,,True,"128 MB, DDR, 128 bit",527 MHz,324 MHz,4 / 2 / 4 / 4,"Feb 6th, 2004",baraazaid/cpu-and-gpu-stats
798aa901ccd1d0d41452,All-In-Wonder 9800 PRO,R350,2003-06-16,AGP 8x,0.125,,378.0,338.0,,,,True,"128 MB, DDR, 256 bit",378 MHz,338 MHz,8 / 4 / 8 / 8,"Jun 16th, 2003",baraazaid/cpu-and-gpu-stats
cba5f7167ac8ab3fbf50,All-In-Wonder 9800 SE,R350,2003-09-10,AGP 8x,0.125,,378.0,297.0,,,,True,"128 MB, DDR, 128 bit",378 MHz,297 MHz,4 / 4 / 4 / 8,"Sep 10th, 2003",baraazaid/cpu-and-gpu-stats
f6b1f0747d1d6fb43043,All-In-Wonder HD 3650,RV635,2008-06-28,PCIe 2.0 x16,0.5,DDR2,722.0,594.0,120,8,4,True,"512 MB, DDR2, 128 bit",722 MHz,594 MHz,120 / 8 / 4,"Jun 28th, 2008",baraazaid/cpu-and-gpu-stats
c70f68464f9bc9a57b53,All-In-Wonder Radeon 7200,R100,2000-07-31,PCI,0.03125,,166.0,166.0,,,,True,"32 MB, DDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,"Jul 31st, 2000",baraazaid/cpu-and-gpu-stats
b4078594607f1dcc770d,All-In-Wonder Radeon 7500,RV200,2002-04-16,AGP 8x,0.0625,,260.0,180.0,,,,True,"64 MB, DDR, 128 bit",260 MHz,180 MHz,2 / 0 / 6 / 2,"Apr 16th, 2002",baraazaid/cpu-and-gpu-stats
e32bdf75631cdd975730,All-In-Wonder Radeon 7500 VE,RV200,2002-04-16,PCI,0.0625,,260.0,250.0,,,,True,"64 MB, DDR, 128 bit",260 MHz,250 MHz,2 / 0 / 6 / 2,"Apr 16th, 2002",baraazaid/cpu-and-gpu-stats
ef95398136c7ed8549ab,All-In-Wonder Radeon 8500,R200,2001-11-14,AGP 8x,0.125,,275.0,275.0,,,,True,"128 MB, DDR, 128 bit",275 MHz,275 MHz,4 / 2 / 8 / 4,"Nov 14th, 2001",baraazaid/cpu-and-gpu-stats
0e48449fd6958666960f,All-In-Wonder Radeon 8500DV,R200,2001-08-30,AGP 8x,0.0625,,230.0,190.0,,,,True,"64 MB, DDR, 128 bit",230 MHz,190 MHz,4 / 2 / 8 / 4,"Aug 30th, 2001",baraazaid/cpu-and-gpu-stats
424a13f0b2acad2af48a,All-In-Wonder X1800 XL,R520,2005-10-27,PCIe 1.0 x16,0.25,GDDR3,500.0,500.0,,,,True,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,16 / 8 / 16 / 16,"Oct 27th, 2005",baraazaid/cpu-and-gpu-stats
055126847d8293dc6119,All-In-Wonder X1900,R580,2006-01-13,PCIe 1.0 x16,0.25,GDDR3,500.0,477.0,,,,True,"256 MB, GDDR3, 256 bit",500 MHz,477 MHz,48 / 8 / 16 / 16,"Jan 13th, 2006",baraazaid/cpu-and-gpu-stats
98376494f576028e4564,All-In-Wonder X600 PRO,RV370,2005-07-01,PCIe 1.0 x16,0.25,,400.0,300.0,,,,True,"256 MB, DDR, 128 bit",400 MHz,300 MHz,4 / 2 / 4 / 4,"Jul 1st, 2005",baraazaid/cpu-and-gpu-stats
eb8f44f8627c4b75e88a,All-In-Wonder X800 GT,R430,2004-09-21,PCIe 1.0 x16,0.125,GDDR3,398.0,492.0,,,,True,"128 MB, GDDR3, 128 bit",398 MHz,492 MHz,8 / 6 / 8 / 8,"Sep 21st, 2004",baraazaid/cpu-and-gpu-stats
ef768c582d3c0a869f9b,All-In-Wonder X800 SE,R420,2005-04-27,AGP 8x,0.25,GDDR3,425.0,400.0,,,,True,"256 MB, GDDR3, 256 bit",425 MHz,400 MHz,8 / 6 / 8 / 8,"Apr 27th, 2005",baraazaid/cpu-and-gpu-stats
34bd32b0d12aaf8083a7,All-In-Wonder X800 VE,R420,2005-04-27,AGP 8x,0.25,GDDR3,425.0,400.0,,,,True,"256 MB, GDDR3, 256 bit",425 MHz,400 MHz,8 / 6 / 8 / 8,"Apr 27th, 2005",baraazaid/cpu-and-gpu-stats
2d4520a6dafb55b7b19e,All-In-Wonder X800 XL,R430,2005-01-21,PCIe 1.0 x16,0.25,GDDR3,400.0,490.0,,,,True,"256 MB, GDDR3, 256 bit",400 MHz,490 MHz,16 / 6 / 16 / 16,"Jan 21st, 2005",baraazaid/cpu-and-gpu-stats
591126f9dd6ac45ff335,All-In-Wonder X800 XT,R420,2004-09-21,AGP 8x,0.25,GDDR3,500.0,500.0,,,,True,"256 MB, GDDR3, 256 bit",500 MHz,500 MHz,16 / 6 / 16 / 16,"Sep 21st, 2004",baraazaid/cpu-and-gpu-stats
12cea5686e64b5987637,Arc A310,DG2-128,2022-01-01,PCIe 4.0 x8,4.0,GDDR6,2000.0,1937.0,768,32,16,True,"4 GB, GDDR6, 64 bit",2000 MHz,1937 MHz,768 / 32 / 16,2022,baraazaid/cpu-and-gpu-stats
1e5bc3f9c0381f18df21,Arc A350,DG2-128,2022-01-01,PCIe 4.0 x8,4.0,GDDR6,2000.0,1937.0,768,48,24,True,"4 GB, GDDR6, 64 bit",2000 MHz,1937 MHz,768 / 48 / 24,2022,baraazaid/cpu-and-gpu-stats
ff052b875bce883b598f,Arc A350M,DG2-128,2022-03-30,PCIe 4.0 x8,4.0,GDDR6,1150.0,1750.0,768,48,24,True,"4 GB, GDDR6, 64 bit",1150 MHz,1750 MHz,768 / 48 / 24,"Mar 30th, 2022",baraazaid/cpu-and-gpu-stats
6bc37e7a54ccbf9fee7a,Arc A370M,DG2-128,2022-03-30,PCIe 4.0 x8,4.0,GDDR6,1550.0,1750.0,1024,64,32,True,"4 GB, GDDR6, 64 bit",1550 MHz,1750 MHz,1024 / 64 / 32,"Mar 30th, 2022",baraazaid/cpu-and-gpu-stats
669ca54a9416dc4d5e17,Arc A380,DG2-128,2022-06-14,PCIe 4.0 x8,6.0,GDDR6,2000.0,1937.0,1024,64,32,True,"6 GB, GDDR6, 96 bit",2000 MHz,1937 MHz,1024 / 64 / 32,"Jun 14th, 2022",baraazaid/cpu-and-gpu-stats
f1a6bd04b7b961ac4dfe,Arc A550M,DG2-512,2022-01-01,PCIe 4.0 x16,8.0,GDDR6,900.0,1750.0,2048,128,64,True,"8 GB, GDDR6, 128 bit",900 MHz,1750 MHz,2048 / 128 / 64,2022,baraazaid/cpu-and-gpu-stats
9be36b9a3eb85ba4cedf,Arc A580,DG2-512,2022-01-01,PCIe 4.0 x16,8.0,GDDR6,1700.0,2000.0,3072,192,96,True,"8 GB, GDDR6, 256 bit",1700 MHz,2000 MHz,3072 / 192 / 96,2022,baraazaid/cpu-and-gpu-stats
809e638cd2a08a357bd9,Arc A730M,DG2-512,2022-01-01,PCIe 4.0 x16,12.0,GDDR6,1100.0,1750.0,3072,192,96,True,"12 GB, GDDR6, 192 bit",1100 MHz,1750 MHz,3072 / 192 / 96,2022,baraazaid/cpu-and-gpu-stats
e803db3388c7526e4337,Arc A750,DG2-512,2022-10-12,PCIe 4.0 x16,8.0,GDDR6,2050.0,2000.0,3584,224,112,True,"8 GB, GDDR6, 256 bit",2050 MHz,2000 MHz,3584 / 224 / 112,"Oct 12th, 2022",baraazaid/cpu-and-gpu-stats
9f6d46cb52db9669ba4f,Arc A770,DG2-512,2022-10-12,PCIe 4.0 x16,16.0,GDDR6,2100.0,2000.0,4096,256,128,True,"16 GB, GDDR6, 256 bit",2100 MHz,2000 MHz,4096 / 256 / 128,"Oct 12th, 2022",baraazaid/cpu-and-gpu-stats
c9ecbdbddde533decd74,Arc A770M,DG2-512,2022-01-01,PCIe 4.0 x16,16.0,GDDR6,1650.0,2000.0,4096,256,128,True,"16 GB, GDDR6, 256 bit",1650 MHz,2000 MHz,4096 / 256 / 128,2022,baraazaid/cpu-and-gpu-stats
79f7291f4c183ab7e727,Arc A780,DG2-512,2022-01-01,PCIe 4.0 x16,16.0,GDDR6X,2200.0,1093.0,4096,256,128,True,"16 GB, GDDR6X, 256 bit",2200 MHz,1093 MHz,4096 / 256 / 128,2022,baraazaid/cpu-and-gpu-stats
6e8494618e54a90dbad7,Arc Pro A30M,DG2-128,2022-08-08,PCIe 4.0 x8,4.0,GDDR6,1500.0,2000.0,1024,64,32,True,"4 GB, GDDR6, 64 bit",1500 MHz,2000 MHz,1024 / 64 / 32,"Aug 8th, 2022",baraazaid/cpu-and-gpu-stats
2046549df6f085ade6c4,Arc Pro A40,DG2-128,2022-08-08,PCIe 4.0 x8,6.0,GDDR6,1500.0,2000.0,1024,64,32,True,"6 GB, GDDR6, 96 bit",1500 MHz,2000 MHz,1024 / 64 / 32,"Aug 8th, 2022",baraazaid/cpu-and-gpu-stats
5e330e1bd60dfe245251,Arc Pro A50,DG2-128,2022-08-08,PCIe 4.0 x8,6.0,GDDR6,2000.0,2000.0,1024,64,32,True,"6 GB, GDDR6, 96 bit",2000 MHz,2000 MHz,1024 / 64 / 32,"Aug 8th, 2022",baraazaid/cpu-and-gpu-stats
f205895ea2f96219138a,Arctic Sound 1T,Arctic Sound,2021-01-01,PCIe 4.0 x16,16.0,,900.0,1200.0,6144,192,96,True,"16 GB, HBM2e, 4096 bit",900 MHz,1200 MHz,6144 / 192 / 96,2021,baraazaid/cpu-and-gpu-stats
b44b4f900da7b2001ae8,Arctic Sound 2T,Arctic Sound,2021-01-01,PCIe 4.0 x16,16.0,,900.0,1200.0,7680,240,120,True,"16 GB, HBM2e, 4096 bit",900 MHz,1200 MHz,7680 / 240 / 120,2021,baraazaid/cpu-and-gpu-stats
9b80275111a039773089,Arctic Sound-M,Arctic Sound,2022-01-01,PCIe 4.0 x16,16.0,,900.0,1200.0,8192,256,128,True,"16 GB, HBM2e, 4096 bit",900 MHz,1200 MHz,8192 / 256 / 128,2022,baraazaid/cpu-and-gpu-stats
bef77ecccd0095ebb784,Atari VCS 400 GPU,Banded Kestrel,2020-12-14,IGP,4.0,DDR4,300.0,1200.0,192,12,4,True,"4 GB, DDR4, 128 bit",300 MHz,1200 MHz,192 / 12 / 4,"Dec 14th, 2020",baraazaid/cpu-and-gpu-stats
76a4f677ed59de58102f,Atari VCS 800 GPU,Banded Kestrel,2020-12-14,IGP,8.0,DDR4,300.0,1200.0,192,12,4,True,"8 GB, DDR4, 128 bit",300 MHz,1200 MHz,192 / 12 / 4,"Dec 14th, 2020",baraazaid/cpu-and-gpu-stats
43956cc5d68a5ad95c8d,Aubrey Isle,Knights Ferry,2010-05-31,PCIe 2.0 x16,2.0,GDDR5,1200.0,1200.0,512,32,0,True,"2 GB, GDDR5, 256 bit",1200 MHz,1200 MHz,512 / 32 / 0,"May 31st, 2010",baraazaid/cpu-and-gpu-stats
37e48b9001703729c269,CMP 170HX 10 GB,GA100,2021-09-01,PCIe 4.0 x4,10.0,,1140.0,1215.0,4480,280,128,True,"10 GB, HBM2e, 5120 bit",1140 MHz,1215 MHz,4480 / 280 / 128,"Sep 1st, 2021",baraazaid/cpu-and-gpu-stats
dd9c7ea8f11f19596f22,CMP 170HX 8 GB,GA100,2021-09-01,PCIe 4.0 x4,8.0,,1140.0,1458.0,4480,280,128,True,"8 GB, HBM2e, 4096 bit",1140 MHz,1458 MHz,4480 / 280 / 128,"Sep 1st, 2021",baraazaid/cpu-and-gpu-stats
75b4fcb1ca9e76d5d7bd,CMP 30HX,TU116,2021-02-25,PCIe 3.0 x4,6.0,GDDR6,1530.0,1750.0,1408,88,48,True,"6 GB, GDDR6, 192 bit",1530 MHz,1750 MHz,1408 / 88 / 48,"Feb 25th, 2021",baraazaid/cpu-and-gpu-stats
d01d8cdc6bea1f9f3c5f,CMP 40HX,TU106,2021-02-25,PCIe 3.0 x16,8.0,GDDR6,1470.0,1750.0,2304,144,64,True,"8 GB, GDDR6, 256 bit",1470 MHz,1750 MHz,2304 / 144 / 64,"Feb 25th, 2021",baraazaid/cpu-and-gpu-stats
bc555991d8e971cd93fc,CMP 50HX,TU102,2021-06-24,PCIe 3.0 x16,10.0,GDDR6,1350.0,1750.0,3584,192,80,True,"10 GB, GDDR6, 320 bit",1350 MHz,1750 MHz,3584 / 192 / 80,"Jun 24th, 2021",baraazaid/cpu-and-gpu-stats
83a5d8e6fa93a850f48c,CMP 70HX,GA104,,PCIe 4.0 x16,8.0,GDDR6X,1365.0,1188.0,6144,192,96,True,"8 GB, GDDR6X, 256 bit",1365 MHz,1188 MHz,6144 / 192 / 96,Unknown,baraazaid/cpu-and-gpu-stats
d8c0563cecec277b54b6,CMP 90HX,GA102,2021-07-28,PCIe 4.0 x16,10.0,GDDR6X,1500.0,1188.0,6400,200,80,True,"10 GB, GDDR6X, 320 bit",1500 MHz,1188 MHz,6400 / 200 / 80,"Jul 28th, 2021",baraazaid/cpu-and-gpu-stats
452c032f4bd901679f00,Color Emulation Card,CW16800-A,1986-08-04,PCI,3.0517578125e-05,DRAM,10.0,5.0,,,,True,"32 KB, DRAM, 32 bit",10 MHz,5 MHz,0 / 0 / 0 / 0,"Aug 4th, 1986",baraazaid/cpu-and-gpu-stats
dada84deb2c5069f03d3,DRIVE A100 PROD,GA100,2020-05-14,PCIe 4.0 x16,32.0,,1065.0,1215.0,6912,432,192,True,"32 GB, HBM2e, 6144 bit",1065 MHz,1215 MHz,6912 / 432 / 192,"May 14th, 2020",baraazaid/cpu-and-gpu-stats
6c231b196d14e394ffc2,EGA Wonder 480,16899-0,1988-12-26,PCI,0.000244140625,DRAM,10.0,8.0,,,,True,"256 KB, DRAM, 32 bit",10 MHz,8 MHz,1 / 0 / 0 / 1,"Dec 26th, 1988",baraazaid/cpu-and-gpu-stats
35af0e04e6f5bf41bb82,EGA Wonder 800,16899-0,1987-11-16,PCI,0.000244140625,DRAM,10.0,8.0,,,,True,"256 KB, DRAM, 32 bit",10 MHz,8 MHz,1 / 0 / 0 / 1,"Nov 16th, 1987",baraazaid/cpu-and-gpu-stats
fd45073a890327e4a223,EGA Wonder 800+,18800-1,1988-01-01,PCI,0.000244140625,DRAM,25.0,8.0,,,,True,"256 KB, DRAM, 32 bit",25 MHz,8 MHz,1 / 0 / 0 / 1,1988,baraazaid/cpu-and-gpu-stats
f9c268a4fa5cacf102ae,ES1000,ES1000,2007-10-18,PCI,,,200.0,,,,,True,System Shared,200 MHz,System Shared,0 / 0 / 3 / 1,"Oct 18th, 2007",baraazaid/cpu-and-gpu-stats
202b2ac636840e908f60,Extreme Graphics,Brookdale,2002-01-01,FSB,,,200.0,,,,,True,System Shared,200 MHz,System Shared,2 / 0 / 1 / 1,2002,baraazaid/cpu-and-gpu-stats
ad8ed7e53d1693f60412,Extreme Graphics 2,Montara,2003-12-03,FSB,,,200.0,,,,,True,System Shared,200 MHz,System Shared,2 / 0 / 1 / 1,"Dec 3rd, 2003",baraazaid/cpu-and-gpu-stats
74b45a7eb3ce96decf64,Extreme Graphics 2,Springdale,2003-12-03,FSB,,,200.0,,,,,True,System Shared,200 MHz,System Shared,2 / 0 / 2 / 1,"Dec 3rd, 2003",baraazaid/cpu-and-gpu-stats
151a93aa893ae27f47d5,Fire GL1,IBM,1999-03-01,AGP 2x,0.03125,,45.0,100.0,,,,True,"32 MB, SDR, 256 bit",45 MHz,100 MHz,2 / 0 / 1 / 1,"Mar 1st, 1999",baraazaid/cpu-and-gpu-stats
992da908bdc211f33f50,Fire GL2,RC1000,2000-06-01,AGP 4x,0.0625,,120.0,120.0,,,,True,"64 MB, DDR, 256 bit",120 MHz,120 MHz,2 / 1 / 4 / 1,"Jun 1st, 2000",baraazaid/cpu-and-gpu-stats
f10b21f2e009755192bc,Fire GL3,RC1000,2000-06-01,AGP 4x,0.125,,120.0,125.0,,,,True,"128 MB, DDR, 256 bit",120 MHz,125 MHz,2 / 1 / 4 / 1,"Jun 1st, 2000",baraazaid/cpu-and-gpu-stats
d91d5455a51071a79eac,Fire GL4,RC1000,2001-03-14,AGP Pro 8x,0.125,,150.0,150.0,,,,True,"128 MB, DDR, 256 bit",150 MHz,150 MHz,2 / 1 / 4 / 1,"Mar 14th, 2001",baraazaid/cpu-and-gpu-stats
63510c424e6282234893,FireGL 8700,R200,2001-08-14,AGP 4x,0.0625,,250.0,270.0,,,,True,"64 MB, DDR, 128 bit",250 MHz,270 MHz,4 / 2 / 8 / 4,"Aug 14th, 2001",baraazaid/cpu-and-gpu-stats
48b693fe7b84a0bf396a,FireGL 8800,R200,2001-08-14,AGP 4x,0.125,,300.0,290.0,,,,True,"128 MB, DDR, 128 bit",300 MHz,290 MHz,4 / 2 / 8 / 4,"Aug 14th, 2001",baraazaid/cpu-and-gpu-stats
4860ca8a5e87e3e90a23,FireGL 9500 Z1-128,R300,2002-10-01,AGP 8x,0.125,,325.0,310.0,,,,True,"128 MB, DDR, 256 bit",325 MHz,310 MHz,4 / 4 / 4 / 4,"Oct 1st, 2002",baraazaid/cpu-and-gpu-stats
936384c3d4e950644795,FireGL 9600 T2-128,RV350,2003-10-01,AGP 8x,0.125,,398.0,297.0,,,,True,"128 MB, DDR, 128 bit",398 MHz,297 MHz,4 / 2 / 4 / 4,"Oct 1st, 2003",baraazaid/cpu-and-gpu-stats
